hari,Time,latency_ms,packet_loss_percent,bits_sent_mbps,bits_received_mbps,total_traffic_mbps,latency_z,packet_loss_z,total_traffic_z,cluster_raw,tingkat_gangguan
Kamis,2026-07-09 11:42:00,0.9746666666666667,0.0,1.43,25.8,27.23,-0.5464754435330487,-0.12446097204675334,1.0786542969671709,0,Rendah
Kamis,2026-07-09 11:45:00,0.6376666666666667,0.0,0.81,18.1,18.91,-1.030515562495715,-0.12446097204675334,0.4355527805235609,0,Rendah
Kamis,2026-07-09 11:48:00,0.9039999999999999,0.0,0.84,18.6,19.44,-0.6479754486963378,-0.12446097204675334,0.4765195838547044,0,Rendah
Kamis,2026-07-09 11:51:00,0.931,0.0,0.966,19.4,20.366,-0.609194786346213,-0.12446097204675334,0.5480955459011926,0,Rendah
Kamis,2026-07-09 11:54:00,0.8890000000000001,0.0,1.13,20.3,21.43,-0.6695202611130735,-0.12446097204675334,0.6303383359848466,0,Rendah
Kamis,2026-07-09 11:57:00,0.9943333333333334,0.0,0.599,10.5,11.099,-0.5182278005866615,-0.12446097204675334,-0.16820514555108296,0,Rendah
Kamis,2026-07-09 12:00:00,0.9916666666666666,0.0,0.285,3.67,3.955,-0.5220579894607481,-0.12446097204675334,-0.7204067361127595,0,Rendah
Kamis,2026-07-09 12:03:00,1.2146666666666668,0.0,0.23,3.4,3.63,-0.20175844486527433,-0.12446097204675334,-0.745527889098838,0,Rendah
Kamis,2026-07-09 12:06:00,0.9786666666666667,0.0,0.26,3.82,4.08,-0.5407301602219191,-0.12446097204675334,-0.710744754195037,0,Rendah
Kamis,2026-07-09 12:09:00,0.8649999999999999,0.0,0.289,3.92,4.209,-0.7039919609798512,-0.12446097204675334,-0.7007735888559474,0,Rendah
Kamis,2026-07-09 12:12:00,0.8170000000000001,0.0,0.317,4.07,4.3870000000000005,-0.7729353607134059,-0.12446097204675334,-0.6870149266051105,0,Rendah
Kamis,2026-07-09 12:15:00,3.973333333333333,0.0,2.12,11.2,13.32,3.760571945377085,-0.12446097204675334,0.003468949163010506,2,Sedang
Kamis,2026-07-09 12:18:00,0.8346666666666667,0.0,0.626,4.17,4.796,-0.7475603594225836,-0.12446097204675334,-0.6554009217703225,0,Rendah
Kamis,2026-07-09 12:21:00,0.8140000000000001,0.0,3.99,3.76,7.75,-0.777244323196753,-0.12446097204675334,-0.4270689650907043,0,Rendah
Kamis,2026-07-09 12:24:00,0.767,0.0,0.506,7.49,7.996,-0.8447514021025255,-0.12446097204675334,-0.4080541846766264,0,Rendah
Kamis,2026-07-09 12:27:00,1.1093333333333335,0.0,0.218,3.47,3.688,-0.35305090539168626,-0.12446097204675334,-0.7410447294890148,0,Rendah
Kamis,2026-07-09 12:30:00,0.9406666666666667,0.0,0.473,6.97,7.443,-0.59531035167765,-0.12446097204675334,-0.45079879268063083,0,Rendah
Kamis,2026-07-09 12:33:00,0.9196666666666666,0.0,0.312,4.29,4.602,-0.6254730890610803,-0.12446097204675334,-0.6703963177066279,0,Rendah
Kamis,2026-07-09 12:36:00,1.0016666666666667,0.0,0.559,8.44,8.998999999999999,-0.507694781182924,-0.12446097204675334,-0.3305264417688212,0,Rendah
